Sex,Age,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,2101,2102,2103,2104,2105,2106,2107,2108,2109,2110,2111,2112,2113,2114,2115,2116,2117,2118,2119,2120,2121,2122
Males,40 - 44,2111080,2169480,2195534,2217255,2241362,2268060,2302409,2334762,2358174,2385189,2406688,2406254,2411122,2404238,2390502,2388771,2389573,2388953,2383656,2368585,2343317,2330385,2318251,2311638,2309802,2312471,2321225,2322334,2330551,2350066,2365436,2358650,2346800,2331435,2314334,2286586,2260254,2239951,2213169,2171521,2144024,2106481,2065290,2021601,1978261,1923762,1880628,1838093,1800501,1770001,1746156,1727647,1714126,1704596,1696953,1690335,1684861,1680455,1677074,1674550,1672641,1670827,1668582,1665574,1661572,1656379,1649625,1640972,1630344,1617714,1603091,1586839,1569413,1551000,1531854,1512225,1492367,1472611,1453290,1434634,1416903,1400359,1385141,1371341,1358982,1348011,1338355,1329943,1322632,1316285,1310713,1305747,1301232,1296992,1292809,1288559,1284092,1279273,1274010,1268260,1261955
Males,45 - 49,2017306,1992173,2011527,2051374,2094658,2141156,2181020,2192570,2203036,2219351,2242020,2276469,2308915,2332518,2359686,2381377,2381340,2386536,2380063,2366797,2365422,2366519,2366192,2361179,2346458,2321638,2309060,2297305,2291023,2289448,2292338,2301293,2302643,2311042,2330661,2346156,2339637,2328066,2313006,2296235,2268881,2242911,2222924,2196488,2155271,2128120,2090960,2050170,2006885,1963933,1909884,1867122,1824945,1787686,1757469,1733873,1715579,1702247,1692881,1685389,1678916,1673583,1669310,1666055,1663645,1661850,1660150,1658016,1655118,1651232,1646155,1639516,1630992,1620498,1608001,1593521,1577407,1560129,1541865,1522866,1503377,1483653,1464035,1444844,1426316,1408703,1392278,1377170,1363471,1351215,1340332,1330764,1322430,1315188,1308912,1303413,1298513,1294062,1289882,1285761,1281565
Males,50 - 54,2255422,2225218,2177357,2134394,2073298,2017394,1982114,1992883,2025807,2064136,2107831,2147522,2159412,2170325,2187016,2209950,2244498,2277031,2300856,2328195,2350094,2350534,2356129,2350179,2337527,2336621,2338109,2338190,2333585,2319359,2295180,2283110,2271885,2266059,2264844,2268045,2277286,2278976,2287632,2307386,2323050,2316907,2305734,2291102,2274805,2247994,2222531,2202980,2177037,2136429,2109771,2073145,2032916,1990193,1947784,1894364,1852129,1810468,1773672,1743863,1720612,1702628,1689564,1680430,1673155,1666890,1661750,1657664,1654583,1652346,1650715,1649175,1647190,1644445,1640717,1635802,1629336,1620989,1610680,1598375,1584086,1568181,1551110,1533051,1514247,1494960,1475432,1456009,1437008,1418661,1401215,1384954,1369995,1356444,1344325,1333571,1324123,1315907,1308772,1302599,1297197
Males,55 - 59,2263503,2270394,2268346,2249126,2242522,2217349,2180479,2127936,2081729,2019622,1964292,1930911,1942552,1975811,2014161,2057556,2096971,2109299,2120803,2137951,2161165,2195765,2228324,2252391,2279885,2302006,2303067,2309169,2303922,2292132,2291894,2293941,2294616,2290600,2277097,2253838,2242505,2232056,2226890,2226195,2229836,2239484,2241667,2250693,2270645,2286550,2280950,2270343,2256335,2240720,2214701,2189981,2171070,2145835,2106119,2080182,2044330,2004914,1963014,1921391,1868903,1827443,1786535,1750424,1721210,1698479,1680947,1668269,1659474,1652514,1646545,1641693,1637878,1635055,1633061,1631665,1630349,1628592,1626082,1622592,1617918,1611699,1603609,1593568,1581545,1567546,1551933,1535160,1517400,1498894,1479907,1460668,1441527,1422802,1404720,1387526,1371507,1356783,1343445,1331522,1320960
Males,60 - 64,2001132,2052246,2102671,2148067,2174372,2190143,2191753,2185662,2164118,2155961,2131152,2096342,2046536,2002932,1944246,1892122,1861234,1873892,1907415,1945636,1988509,2027454,2040328,2052570,2070258,2093760,2128327,2160841,2185183,2212846,2235237,2237154,2243969,2239729,2229165,2229888,2232735,2234254,2231085,2218613,2196699,2186432,2177096,2172864,2172907,2177180,2187406,2190295,2199841,2220067,2236321,2231503,2221715,2208604,2193981,2169127,2145483,2127500,2103292,2064876,2039977,2005263,1967043,1926346,1885881,1834754,1794418,1754617,1719509,1691168,1669195,1652319,1640214,1631910,1625408,1619875,1615439,1612017,1609561,1607923,1606871,1605893,1604466,1602295,1599147,1594826,1588976,1581264,1571612,1559994,1546418,1531243,1514909,1497587,1479516,1460968,1442155,1423429,1405117,1387427,1370609
Males,65 - 69,1660642,1696881,1738972,1790387,1842703,1895714,1942191,1987991,2029445,2053411,2068166,2070372,2065472,2046062,2039513,2017246,1985470,1939529,1899507,1845379,1797435,1769683,1783447,1817075,1854952,1897008,1935240,1948775,1961926,1980257,2004078,2038533,2070932,2095593,2123441,2146157,2149229,2157002,2154124,2145222,2147216,2151137,2153797,2151791,2140756,2120686,2111886,2104053,2101083,2102127,2107256,2118252,2122096,2132349,2152943,2169653,2165907,2157257,2145388,2132126,2108870,2086717,2070023,2047248,2010643,1987187,1954063,1917515,1878497,1839647,1790415,1751658,1713394,1679687,1652570,1631653,1615699,1604389,1596774,1590912,1585985,1582121,1579245,1577312,1576167,1575589,1575078,1574117,1572415,1569750,1565921,1560580,1553394,1544292,1533254,1520274,1505708,1489994,1473288,1455835,1437898
Males,70 - 74,1522243,1487750,1475590,1473093,1487897,1517074,1551523,1590935,1638879,1687990,1738012,1782429,1826091,1865633,1889027,1904056,1907566,1904715,1888551,1884458,1865796,1838198,1797447,1762123,1713935,1671357,1647560,1662569,1696143,1733401,1774228,1811392,1825708,1839991,1859080,1883232,1917430,1949575,1974577,2002585,2025669,2030216,2039193,2038088,2031369,2035026,2040336,2044492,2044026,2034899,2017301,2010444,2004608,2003299,2005652,2011893,2023878,2028983,2040158,2061192,2078480,2076170,2069046,2058845,2047408,2026321,2006199,1991248,1970417,1936278,1914789,1883829,1849560,1812843,1776215,1729595,1692998,1656856,1625076,1599633,1580160,1565470,1555246,1548578,1543586,1539489,1536410,1534284,1533059,1532593,1532663,1532784,1532455,1531394,1529386,1526236,1521598,1515140,1506799,1496549,1484402
Males,75 - 79,1267270,1325621,1352140,1369644,1375651,1313461,1285503,1276118,1275375,1290313,1318144,1351273,1388669,1433189,1478846,1525305,1566904,1607777,1644939,1667848,1683563,1689143,1689314,1677664,1676923,1663069,1640975,1607021,1577797,1537359,1501770,1483059,1499525,1532798,1569003,1607952,1643458,1658631,1674249,1694186,1718595,1752257,1783859,1809134,1837181,1860577,1866969,1877436,1878602,1874728,1880530,1887622,1893709,1895242,1888620,1874320,1870047,1866868,1867741,1871793,1879458,1892711,1899475,1911847,1933400,1951384,1950976,1945884,1937927,1928975,1910856,1893499,1880923,1862739,1832002,1813225,1785261,1754152,1720629,1687080,1644114,1610533,1577346,1548254,1525148,1507694,1494765,1486054,1480692,1476905,1473957,1471972,1470877,1470632,1471095,1472056,1473052,1473601,1473434,1472335,1470123
Males,80 - 84,755084,779033,816490,851455,896567,990089,1041247,1064539,1078489,1082325,1035923,1016466,1011717,1013828,1028968,1054552,1084981,1118764,1157916,1198292,1239471,1276909,1313773,1347561,1369671,1386157,1394304,1398243,1392286,1395609,1387741,1372562,1347292,1325834,1295450,1268924,1256724,1274752,1307176,1341489,1377381,1410118,1426037,1443104,1463799,1488151,1520653,1551080,1576338,1604038,1627471,1636078,1648269,1652282,1652097,1660611,1669886,1678402,1682470,1679107,1669237,1668391,1668773,1672504,1678723,1688186,1703026,1711948,1725806,1747860,1766615,1768740,1766359,1761445,1755924,1741943,1728432,1719129,1704642,1678731,1663771,1640037,1613421,1584456,1555300,1517610,1488354,1459437,1434230,1414489,1399936,1389525,1382974,1379470,1377395,1376075,1375625,1375992,1377129,1378910,1381138
Males,85 - 89,434092,446811,460038,467695,467065,476838,497573,526780,553629,586038,654474,692135,709479,718636,720509,693227,683969,684480,689419,703714,725226,750732,778476,809601,842077,875406,906397,937029,965418,985397,1001662,1011872,1019353,1019453,1026724,1025379,1018081,1003119,990900,972695,957123,952504,971450,1001516,1032172,1063030,1091235,1107287,1125311,1146047,1169369,1199329,1227257,1251565,1277888,1300532,1311387,1325176,1332404,1336592,1348112,1359728,1370941,1377932,1378597,1374400,1377822,1382628,1389794,1398526,1409995,1426517,1437972,1453429,1475669,1495019,1500331,1501446,1500537,1499590,1491245,1482968,1478096,1468694,1449557,1439900,1422133,1401893,1379437,1356579,1326516,1303500,1280747,1261143,1246256,1235855,1229038,1225538,1224642,1224961,1225917
Males,90 - 94,164630,167880,172310,178744,185560,193362,201948,209415,214035,214308,220816,233742,251169,266642,284014,322608,343471,352973,357353,358242,348335,347558,351542,357456,368593,383529,401149,419881,440161,461686,483968,505239,526374,546228,561287,574608,584472,593144,597380,606331,609798,609189,603856,600186,593720,588630,590544,607945,632510,656418,679271,700209,714415,731273,749771,769644,794215,816949,837906,860341,879947,891682,905536,914977,922848,936250,949035,961876,970998,975346,976997,984412,993405,1003528,1014077,1026686,1043850,1057228,1073348,1094307,1112977,1121301,1125915,1129253,1133384,1131735,1129660,1129876,1126551,1116054,1112945,1102778,1090802,1076875,1062285,1042586,1027924,1013506,1001456,993047,988141
Males,95 - 99,32576,32594,33641,35277,37148,39082,40852,42641,45115,47625,50337,53132,55461,56965,57149,59794,64742,71058,76309,81838,95448,102268,105146,106297,106781,105683,107450,110526,113963,119291,125875,133628,141668,150104,159283,168910,178320,187731,196693,203887,210743,216350,221832,225531,231541,235101,236735,236493,237126,237286,237868,241628,252630,266685,279452,290833,301376,309924,320861,332352,344172,358471,371475,384251,397868,409835,418157,427776,435389,442811,453475,463124,473196,480641,485474,489891,497776,507074,516225,524852,534818,548305,559587,572130,587147,600773,608818,614221,619445,626301,629608,632101,635661,637250,635166,637658,634961,631510,626745,621280,613652
Males,100 - 104,2912,2853,2820,2808,2844,2924,3026,3196,3435,3696,3964,4206,4459,4813,5164,5534,5906,6211,6418,6464,6926,7727,8687,9426,10202,12346,13272,13621,13787,13966,14129,14707,15432,16166,17238,18508,19999,21513,23085,24849,26724,28590,30476,32302,33823,35377,36728,38142,39205,40854,41943,42615,42962,43595,44269,44987,46452,49636,53383,56531,59190,61776,64204,67510,70841,74170,78211,81816,85559,89578,93108,95777,98962,101695,104586,108513,111905,115572,118297,120343,122689,126219,130271,133942,137243,141143,146522,151081,155930,161523,166664,170139,172676,175548,179489,182072,184185,186660,188589,189548,192230
Males,105 and over,71,61,65,84,91,90,86,84,85,87,90,94,101,113,126,139,149,161,177,191,207,224,234,245,252,278,319,367,400,437,548,587,601,613,630,650,693,739,789,855,933,1021,1114,1210,1320,1439,1555,1678,1798,1901,2013,2116,2225,2311,2446,2536,2597,2640,2716,2798,2882,3021,3302,3611,3853,4056,4272,4491,4799,5098,5389,5758,6080,6427,6810,7141,7401,7732,8027,8353,8790,9150,9552,9852,10100,10416,10866,11364,11787,12171,12647,13319,13865,14449,15123,15744,16182,16525,16966,17579,17986
