Sex,Age,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,2101,2102,2103,2104,2105,2106,2107,2108,2109,2110,2111,2112,2113,2114,2115,2116,2117,2118,2119,2120,2121,2122
Males,50 - 54,2255422,2225218,2177357,2135115,2075509,2021928,1989873,2004117,2040810,2083250,2131462,2176120,2193471,2210419,2233749,2264006,2306645,2348082,2381700,2419756,2453316,2466397,2485623,2494311,2497304,2513031,2532162,2551087,2566861,2574919,2574929,2588390,2602928,2621647,2642433,2664286,2688583,2702029,2719616,2746071,2766833,2764799,2757223,2746101,2733474,2710612,2689389,2674416,2653478,2618322,2597445,2566907,2538109,2517594,2507396,2494142,2498185,2503210,2506832,2509581,2511967,2514452,2517331,2520756,2524815,2529680,2535309,2541512,2548106,2554885,2561563,2567628,2572603,2576256,2578486,2579257,2578292,2575301,2570374,2563619,2555160,2545576,2535529,2525405,2515609,2506474,2498262,2491242,2485496,2481001,2477702,2475511,2474308,2474023,2474551,2475727,2477468,2479673,2482160,2484759,2487351
Males,55 - 59,2263503,2270394,2268345,2249667,2244178,2220718,2186196,2136122,2092507,2033121,1980682,1950385,1965353,2002200,2044478,2092183,2136331,2153892,2171180,2194715,2224979,2267364,2308512,2342035,2379895,2413303,2426651,2446015,2455036,2458517,2474522,2493804,2512908,2528835,2537168,2537670,2551402,2566255,2585192,2606089,2628037,2652457,2666183,2683960,2710461,2731344,2729796,2722748,2712214,2700256,2678199,2657721,2643379,2623149,2588917,2568762,2539027,2511016,2491181,2481508,2468846,2473194,2478506,2482433,2485495,2488197,2490999,2494178,2497897,2502244,2507387,2513283,2519736,2526576,2533596,2540518,2546827,2552066,2555990,2558497,2559563,2558903,2556235,2551653,2545248,2537163,2527964,2518291,2508537,2499110,2490325,2482450,2475759,2470321,2466120,2463102,2461176,2460231,2460189,2460951,2462347
Males,60 - 64,2001132,2052246,2102668,2148419,2175461,2192382,2195588,2191198,2171477,2165258,2142484,2109819,2062271,2021033,1964843,1915390,1887346,1903060,1939873,1981691,2028501,2071791,2089519,2107171,2130838,2160961,2202844,2243446,2276740,2314236,2347377,2361064,2380598,2390093,2394271,2410662,2430154,2449505,2465664,2474408,2475617,2489746,2505048,2524277,2545319,2567395,2591980,2606105,2624158,2650708,2671759,2670924,2664658,2655008,2644035,2623171,2603792,2590378,2571197,2538333,2519242,2490694,2463859,2445031,2436140,2424353,2429151,2434885,2439260,2442785,2445950,2449212,2452843,2457003,2461771,2467311,2473597,2480433,2487641,2495021,2502297,2508977,2514593,2518912,2521839,2523342,2523136,2520957,2516883,2511011,2503474,2494840,2485731,2476534,2467647,2459391,2452028,2445826,2440849,2437089,2434491
Males,65 - 69,1660642,1696881,1738970,1790587,1843337,1897021,1944441,1991265,2033813,2058937,2074929,2078454,2074945,2057042,2052082,2031496,2001518,1957488,1919473,1867525,1821929,1796674,1813072,1849511,1890465,1935896,1977894,1995746,2013772,2037514,2067336,2108434,2148221,2181133,2218084,2250806,2264942,2284678,2294806,2299930,2316821,2336575,2356235,2372702,2382011,2384208,2398862,2414742,2434341,2455566,2477795,2502571,2517235,2535645,2562242,2583505,2583657,2578485,2570069,2560475,2541279,2523442,2511338,2493631,2462700,2445112,2418249,2393072,2375661,2367854,2357289,2362716,2369041,2374041,2378218,2382032,2385939,2390194,2394968,2400331,2406443,2413272,2420626,2428346,2436226,2444003,2451198,2457350,2462226,2465743,2467863,2468306,2466812,2463454,2458333,2451581,2443749,2435442,2427033,2418922,2411418
Males,70 - 74,1522243,1487750,1475589,1473206,1488249,1517796,1552756,1592688,1641173,1690844,1741445,1786456,1830750,1870945,1895036,1910804,1915122,1913150,1897967,1894911,1877405,1851095,1811783,1778008,1731600,1690978,1669228,1686292,1722005,1761614,1805033,1845152,1863086,1881526,1905270,1934596,1974532,2013112,2045421,2081524,2113586,2128248,2148183,2159099,2165445,2182949,2202985,2223015,2239849,2249879,2253382,2268701,2285319,2305351,2326751,2349114,2374083,2389430,2408281,2434880,2456386,2457858,2454154,2447404,2439677,2422768,2407042,2396709,2381017,2352752,2337218,2312664,2289773,2274313,2267998,2259113,2265388,2272505,2278340,2283393,2288093,2292878,2297991,2303594,2309757,2316635,2324199,2332262,2340675,2349236,2357688,2365575,2372448,2378085,2382405,2385369,2386705,2386158,2383796,2379720,2374053
Males,75 - 79,1267270,1325621,1352136,1369697,1375808,1313787,1286047,1276877,1276334,1291456,1319433,1352694,1390165,1434716,1480364,1526772,1568293,1609077,1646119,1668942,1684617,1690235,1690523,1679147,1678695,1665319,1643879,1610829,1582609,1543528,1509459,1492279,1510039,1544558,1582143,1622609,1659958,1677814,1696659,1720226,1748685,1786832,1823560,1854847,1889602,1920561,1935777,1955811,1967663,1975553,1993750,2014021,2034409,2051625,2062521,2067703,2083812,2101325,2121802,2143293,2165690,2190777,2206964,2226314,2252777,2274488,2277699,2275943,2271419,2266223,2252430,2239588,2231662,2218722,2194139,2181426,2160067,2140336,2127567,2123290,2116726,2124133,2132299,2139264,2145486,2151375,2157333,2163596,2170316,2177559,2185471,2194023,2203035,2212381,2221851,2231210,2240023,2247871,2254549,2259959,2264083
Males,80 - 84,755084,779033,816488,851490,896667,990263,1041497,1064800,1078692,1082394,1035871,1016228,1011226,1013020,1027755,1052822,1082652,1115719,1154014,1193430,1233544,1269856,1305528,1338067,1359009,1374403,1381600,1384720,1378204,1380914,1372739,1357509,1332575,1311537,1282098,1256650,1245377,1263708,1296178,1330542,1366488,1399577,1416925,1435942,1458880,1485739,1520979,1554694,1584149,1616615,1645625,1661238,1681026,1693822,1703523,1722357,1742611,1763162,1780561,1792347,1799605,1816536,1835012,1855795,1877082,1899203,1924145,1941224,1960996,1986946,2008647,2014071,2014833,2013256,2011470,2001960,1993064,1988388,1979211,1959779,1950972,1934062,1918752,1909734,1908257,1904929,1913812,1923321,1931759,1939529,1946987,1954500,1962293,1970491,1979162,1988436,1998291,2008560,2019123,2029794,2040357
Males,85 - 89,434092,446811,460033,467717,467124,476943,497711,526879,553610,585804,653849,691018,707781,716249,717327,689460,679454,679082,683019,696125,716238,740193,766198,795349,825689,856721,885356,913529,939403,957059,971126,979374,985071,983777,989475,987003,978937,963747,951339,933624,918610,914163,932140,960687,989682,1018764,1045474,1061335,1079602,1100684,1124439,1154783,1183537,1209569,1237984,1263462,1278759,1297384,1310673,1322009,1340813,1360206,1380121,1397022,1409352,1418757,1436077,1455059,1475426,1495665,1516666,1540610,1558199,1577836,1602345,1623341,1631263,1635028,1637087,1639578,1635618,1631822,1631285,1627022,1614529,1610868,1599953,1590601,1586577,1588717,1589624,1600190,1611215,1621357,1630956,1640298,1649694,1659335,1669313,1679701,1690594
Males,90 - 94,164630,167880,172308,178735,185539,193320,201866,209261,213776,213902,220197,232814,249816,264754,281453,318995,338789,347215,350479,350232,339524,337694,340426,344951,354438,367463,382944,399326,417011,435741,455052,473294,491281,507942,520077,530598,537932,544240,546527,553214,554941,553015,546956,542555,535966,530739,531916,547002,568430,589052,608551,626422,638816,653986,670714,688758,711148,732074,751925,773386,792674,805679,820967,832985,844310,860914,877285,894378,908848,920151,930383,946224,963742,981596,998697,1016467,1037156,1053512,1071108,1091898,1110185,1119654,1125760,1131008,1137428,1139192,1140628,1144111,1144965,1140353,1142151,1138021,1135404,1136809,1142525,1147856,1159383,1171170,1182368,1193215,1203908
Males,95 - 99,32576,32594,33641,35275,37137,39057,40806,42562,44982,47423,50047,52728,54915,56258,56274,58681,63303,69196,73976,78954,91626,97625,99774,100244,100064,98440,99473,101679,104171,108348,113599,119825,126218,132873,140105,147645,154909,162093,168810,173944,178775,182526,186182,188334,192454,194511,194988,193975,193764,193291,193205,195746,204152,214930,224505,232871,240615,246975,255401,264264,273403,284571,294757,304965,315952,325772,333013,341490,348673,356029,366105,375522,385591,393939,400804,408002,418152,429478,440329,450257,460765,473556,484184,495269,507807,519086,526232,531357,536565,543309,547509,551122,555625,558904,559818,564251,564827,566718,570982,577376,584058
Males,100 - 104,2912,2853,2820,2808,2844,2923,3023,3188,3422,3677,3937,4164,4401,4733,5058,5399,5734,5993,6156,6159,6555,7256,8094,8710,9343,11205,11930,12125,12150,12187,12206,12584,13076,13561,14321,15227,16290,17353,18442,19666,20955,22212,23463,24647,25579,26532,27316,28144,28709,29700,30272,30541,30587,30850,31158,31494,32359,34413,36820,38766,40374,41945,43427,45517,47613,49701,52279,54561,56970,59574,61879,63671,65847,67780,69869,72665,75147,77873,80082,81990,84223,87260,90612,93638,96334,99324,103145,106330,109608,113273,116620,118963,120755,122820,125593,127547,129246,131215,132917,134120,136405
Males,105 and over,71,61,65,84,91,90,86,84,85,87,89,93,100,110,121,133,143,154,168,181,196,210,220,226,227,247,282,320,347,374,465,492,496,499,504,514,543,573,600,641,692,749,806,861,931,1000,1069,1138,1208,1262,1320,1371,1429,1467,1534,1575,1600,1612,1643,1680,1715,1786,1935,2101,2227,2329,2435,2546,2703,2853,3003,3192,3355,3533,3733,3904,4041,4220,4379,4557,4795,4998,5226,5410,5574,5784,6062,6359,6618,6846,7117,7474,7764,8063,8405,8717,8942,9126,9359,9676,9899
